laptop_nbr,item_id,name,brand,price,rating,review
266,512621782,"DELL PRO 15 Backlit (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin and Light Laptop (15.6 Inch, Black Carbon, 1.5 kg, With MS Office)",No Brand,89999,,
267,293531955,"Lenovo LOQ 15 Gaming Laptop 2025 - (Intel Core i5 13450HX | RTX 3050 - 6GB |Windows 11 | 16GB RAM | 512 SSD | 15.6"" FHD (1920x1080)144Hz display | 2 Year warranty) - NAGMANI INTERNATIONAL",Lenovo,150900,,
268,488842667,"MSI VenturePro 16 A2RWEG Laptop (15th Gen Intel Core 7-240H | 16GB RAM | 512GB Gen4 SSD | 16"" 2K OLED 120Hz | 100% DCP-P3 | NVIDIA RTX 5050 8GB | USB-C)",,209000,,
269,481781577,"Dell Inspiron 5440-5463BLK Core™ i5-1334U 8GB RAM | 512GB SSD | 14"" (1920x1200) Display | Backlit Keyboard",Dell,88110,,
270,118799908,Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 (8/512GB SSD)IPS Speed 3-4GHz,No Brand,114450,,
271,505366540,"Acer Nitro V15 Gaming Laptop | Intel Core i5 13420H Processor | 8GB RAM | 512 GB SSD | NVIDIA RTX 2050 4GB Graphics | 15.6"" FHD 165Hz Display | White LED Backlit Keyboard",No Brand,110000,,
272,512704885,"2025 M a c Book Air (13-inch, M 4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB",No Brand,130000,,
273,512772646,"Lenovo Ideapad 1 Laptop, 15.6"" FHD (1920x1080) IPS Display, Ryzen 5 7520U, 8GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11Home, Abyss Blue",Lenovo,64999,,
274,505394430,Acer Nitro V15 Intel Core i5 13th Gen 13420H – RTX 2050 4GB Graphics – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 165Hz Display – Backlit Keyboard – Black,No Brand,106000,,
275,499249749,"Lenovo All-in-One ThinkCentre Neo 50a 24 Gen 5 – 13th Gen Intel Core i7-13620H, 16 GB RAM, 512 GB SSD, WiFi + Bluetooth, 5.0 MP Camera, 24’’Display, Free Dos, Wireless Keyboard & Mouse, Wireless Mobile Charger (inbuilt in the Base) - Nagmani International",Lenovo,139900,,
276,493102179,ASUS ZENBOOK 14 OLED - UX3405CA - 15th Gen Intel Core Ultra 9 285H | 32GB RAM | 1TB SSD PCIe Gen 4 | 14'' inch 3K Oled Touchscreen | Genuine Win 11 | Foggy Silver | 2 Year Int'l Warranty | 1 Year Perfect Warranty - Nagmani International Pvt.Ltd,ASUS,245900,,
277,493091377,ASUS TUF Gaming F16 FX608JMR | Intel core I7 - 14650HX | RTX 5060 8GB | 16GB RAM | 512 SSD Gen 4 | 16.0 WUXGA | Windows 11 Home | Backpack | Mouse | Jaeger Gray | 2 Year Int'l Warranty | 1 Year Perfect Warranty - Nagmani International,ASUS,241900,,
278,459061520,Asus VivoBook 14 X1405VA -13th Gen Intel Core i7 13620H | 16GB | 512GB SSD | 14'' WUXGA | Win11 | Backlit Keyboard | Fingerprint | Bag | Mouse | Cool Silver | 2 Year Int'l Warranty | 1 year Perfect Warranty - Nagmani International,ASUS,125900,,
279,459059220,ASUS TUF Gaming F16 FX607VU | Intel core I7 - 13620H | RTX 4050 6GB | 16GB RAM | 1TB SSD | 16.0 WUXGA | Windows 11 Home | Backpack | Mouse | Mecha Gray | 2 Year Int'l Warranty | 1 Year Perfect Warranty - Nagmani International,ASUS,188900,,
280,412216699,"ASUS Vivobook Flip TN3402YA - Ryzen 5 7430U | 8GB RAM | 512GB SSD | 14"" WUXGA TOUCH 360 Display | Windows 11 | Silver | Backlit Keyboard | Magic Numpad | Backpack & Mouse | 2 Year Int'l Warranty | 1 Year Perfect Warranty - Nagmani International",ASUS,113900,,
281,363477171,"Lenovo V15 G5 - 13th Gen, Intel i5 13420H, 15.6"" FHD, 16GB DDR5 RAM, 512GB NVMe SSD, Free DOS, Iron Grey, 1 Year Warranty - Nagmani International",Lenovo,103900,,
282,363065349,"Lenovo V15 G4 AMD Ryzen 5 7520U, 15.6 Inch FHD, 16 GB DDR5 RAM, 512 GB NVMe SSD, Artic Grey, Free DOS, 1 Year Warranty - Nagmani International",Lenovo,91900,,
283,363051964,"Lenovo V14 G4 AMD Ryzen 5 Core 7520U, 14"" IPS FHD, 16 GB DDR5 RAM, 512 GB Gen 4 NVMe SSD, Artic Grey, Free DOS, 1 Year Warranty - Nagmani International",Lenovo,91900,,
284,279516547,ASUS ZENBOOK 14 OLED - UM3406KA - AMD AI RYZEN 7 350 | 16 GB RAM | 512GB SSD PCIe Gen 4 | 14 inch 3K OLED | Genuine Win 11 | JADE BLACK | NUMPAD | 2 Year Int'l Warranty | 1 Year Perfect Warranty - NAGMANI INTERNATIONAL,ASUS,205900,,
285,129627796,Mechanical RGB Gaming Keyboard And Mouse Combo For PC And Laptop Black,No Brand,783,4.529166666666667,240
286,28182,Black Laptop Cover Bag For 14 Inch Display Laptop,No Brand,185,4.37160751565762,479
287,389392,Mini USB HUB 3.0 5Gbps 4 Ports Micro Splitter Adapter,No Brand,266.7,4.397619047619048,420
288,179391248,Dual Rechargeable Bluetooth and 2.4G Wireless Mouse 2 in 1 Mouse,No Brand,380,4.690140845070423,142
289,111653,"Laptop Sleeve Bag Compatible With 15.6"" Laptops",No Brand,148,4.485496183206107,655
290,416474538,"2 In 1 Features 64 LED Rechargeable Selfie Light - 5 Lighting Mode Phone Ring Light Mini Portable Clip on Fill Lights for iPhone, Cell Phone, Laptop, TikTok, Selfie, Video Conference, Camera",No Brand,403,4.254237288135593,118
291,141408824,Thermal Paste for Laptop and Desktop CPU,No Brand,149,4.764705882352941,34
292,100374554,"3 In 1 Screen Cleaning Kit With Microfiber Cloth & Brush For Laptops,Mobiles,LCD,LED,Computers",No Brand,190,4.702127659574468,47
293,131330524,"7 in 1 Cleaner Kit, Multi-Function Earbud Cleaning Pen, Soft Brush Corner Gap Duster Keycap Puller Laptop Screen Cleaner",No Brand,175,3.962529274004684,427
294,127977124,Mini Printer / Portable Pocket Printer for Educational and Learning Purpose,No Brand,1149,4.431861804222649,521
295,108870858,Slim Laptop Backpack With USB Charging Port Bag  for Men and Women - Multicolor Bag for Men & Women | Fashion Unisex Laptop Backpack,No Brand,780,4.425,920
296,499303365,120w Fast charging cable 3in1 Charging Data Cable Portable charger cord with USB Type C & USB port for All phones Fast charger Type C Retractable USB Cable 3in 1 Cable,No Brand,90,2.4,5
297,116927368,"Blue Ray Cut Glass Using For Mobile, Laptop & TV Men & Women",No Brand,195,4.408980582524272,824
298,128346377,Mini Portable Pocket Thermal Printer Wireless Bluetooth Printer,No Brand,1199,4.341726618705036,278
299,173511806,"USB Bluetooth Dongle, Wireless Adapter for PC, Laptop, and Devices",No Brand,334,4.6,30
300,128386309,15m Net Cable/Ethernet Cable - High Speed Data Transfer Cables Cat 6,No Brand,267,4.411764705882353,68
301,123413208,4G WiFi Router Wireless Portable Pocket WiFi,No Brand,2299,3.3076923076923075,13
302,145320003,"Premium 14-inch Universal Silicone Keyboard Cover for Laptops - Durable, Transparent Soft Protector",No Brand,43,3.984375,128
303,178599620,Aluminum Alloy Metal Adjustable Laptop Stand for 10 to 17 Inches Macbook/Laptops/Tab,No Brand,413,4.525806451612903,310
304,111177508,"All in One - USB 2.0 SD USB Card Reader for SD, SDHC, Mini SD, Micro SD, MS and M2 memory cards",No Brand,95,3.96,100
305,104866963,"Premium Wireless Bluetooth Keyboard And Mouse Combo – Ergonomic Design, Long Battery Life, Quick Charging, Extended Range, And Energy Efficient",No Brand,799,4.216216216216216,148
306,162832427,Computer Speakers Portable Speaker USB INTERFACE Stereo 3.5mm with Ear Jack for Desktop PC Laptop,No Brand,349,4.364583333333333,96
307,116149291,Bajeal T350 Rainbow RGB Back-lit Gaming Keyboard Mouse Combo,No Brand,945,4.244813278008299,723
308,120349299,Artsy Home 25/50pcs Old Time Thing Retro Stickers for Laptops Scrapbook and Skateboards Cellphone Guitar,,179,4.401923076923077,520
309,452210786,ESP32 Development Board,No Brand,979,4.909090909090909,11
310,103300349,HDMI Male to VGA Female Video Cable Cord Converter Adapter For PC DVD HDTV 1080P,No Brand,246,4.456575682382134,403
311,125055315,1L 99% Isopropyl Alcohol (Cleaning Alcohol),No Brand,800,4.728395061728395,81
312,129074519,"Premium Laptop Bag Water-Resistant  with Fur-Lined Interior - Unisex, Slim Design, Fits All Laptops 13 Inch To 15.6 Inch",No Brand,979,4.6136986301369864,365
313,128237421,Universal Laptop Adapter,No Brand,625,4.25,12
314,115943386,"200ML LCD Display Screen Cleaner For TV , Mobile, Computer, Laptop , Electronics",No Brand,250,4.377358490566038,159
315,127875515,"Racing Sticker Pack for Bike, Car, Laptop, Cycle, Helmet, Wallet, Freeze water proof 19 pcs - Decorative Stickers |",No Brand,320,4.730769230769231,52
316,114237726,LB Link BL-WN151 150Mbps Wireless & Usb Wifi Reciver,No Brand,285.78,4.388888888888889,90
317,119865046,Artsy Home 25/50pcs Anime Pack Classic Comic Cartoon Stickers for Laptop Phone Case,,185.26,4.391304347826087,207
318,112424744,HDMI Male to VGA Female Video Cable Cord Converter Adapter For PC DVD HDTV 1080P,No Brand,235,4.402877697841727,139
319,122833838,Black-Red Reversible Water Resistant Laptop Sleeve - 14 inch | Fashion Reversible Laptop Sleeve for Laptop and Tablets,No Brand,179,4.388571428571429,175
320,159844623,"Hitech LED Monitor 19"" Inch Quality and Design",No Brand,3897,4.757009345794392,107
321,492409656,External 2TB/20TB/30TB Ssd High-Speed Solid State Drive Type-C/USB 3.1 Interface Portable Hard Disk for PC Laptop MAC,No Brand,2994,3.8333333333333335,6
322,155594518,Router Backup Upto 8 Hr 1 Year Warranty Ups 8800 Mah,No Brand,1921,4.7386759581881535,287
323,131678957,Laptop Inner Soft Cover Sleeves Bag for 14 inch display Laptop - Black | Black Laptop Sleeves Cover Bag,No Brand,177,4.75,40
324,105134141,Smart Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges,No Brand,833,4.237837837837838,185
325,100692166,AC/DC Power Adapter | 12V 1A | 100-240v | 5.5 x 2.5mm,No Brand,240,4.7894736842105265,19
326,128687886,Fantech NC12 Cooling Pad,Fantech,1394,4.441860465116279,258
327,120536110,Computer Case Desktop Tower Gamer Gaming DIY Mini Dustproof Table PC Case SPCC USB2.0 Business Office Home,No Brand,1437.54,4.3,30
328,182587468,JUAS Raw Apple Cider Vinegar with Mother 500 mL,,593.68,4.661283970066956,2539
329,100285443,Big Size Desk PC Computer Desktop Mouse Mat Pad,No Brand,379,4.671497584541063,207
330,112240665,"2.5"" Hard Disk Case SATA USB 3.0 SSD Disk HDD Box External Hard Drive Enclosure",No Brand,530,4.246835443037975,158
331,279559935,"Miracles Space saving and Ergonomic Monitor Stand | 24 Inches Handmade Premium Quality Monitor Raiser | Organize Your Workspace with Premium Handcrafted Wooden Monitor Stands – Ergonomic, Durable & Made in Nepal!",No Brand,1700,4.904761904761905,21
332,126826151,3 Port 4K HDMI Switch 3 In 1 Out With High Speed Switch Splitter,No Brand,799,3.6,25
333,111286464,Heat Shrink Tube 3Mm 1 Meter,No Brand,44,4.610169491525424,59
334,288013089,EPSON LQ 310 and LQ 310 Compatible DMP Ribbon Cartridge for Dotmatrix Printers Black Ink Cartridge,No Brand,350,3.0,1
335,104914576,Webcam With Microphone,No Brand,1075,3.411764705882353,17
336,103053679,Canon Pixma E410 3 In 1 Multi-Function Inkjet Printer,Canon,8999,4.5,148
337,128303773,30m Net Cable/Ethernet Cable - High Speed Data Transfer Cables Cat 6,No Brand,526,4.56,50
338,128220607,Blank DVD 4.7GB Disc 50 Pcs Pack,No Brand,755,4.1,10
339,106214279,"Laptop Cooling Pad 4 Fans Adjustable 10 Inch to 17 Inch Notebook Cooler, Blue Light, S18 For Any Laptop Speed Control Button",No Brand,1664,4.3791208791208796,182
340,122840948,LB-LINK 300Mbps High Gain Smart Wireless Router,No Brand,1745,4.314814814814815,162
341,105613527,3D Pen-2 Professional Creativity 3D Printing Pen,No Brand,1325,4.909090909090909,11
342,499876186,Universal Stylus Pen For Pad Apple Pencil For IPad IPhone Huawei Lenovo Samsung Xiaomi Redmi Poco Android Phone Tablet Touch Pen Queena,No Brand,1519,4.571428571428571,7
343,107321198,"Joyroom Aluminium Body USB C to USB 3.0 Adapter  Type C Male to Type A Female OTG Converter Compatible 2020-2016 MacBook Pro, New iPad Pro/Mac Air/Surface, Chromebook, Phone/Tablet, More",joyroom,550,4.583333333333333,12
344,114352781,8 in 1 Type C To USB-C 4K HDMI Adapter USB 3.0 Multiport Cable Hub,No Brand,999,4.5,28
345,129524526,Big Size Desk PC Computer Desktop Mouse Mat Pad-Mulitcolor,No Brand,377,4.633484162895928,442
346,113034540,Bajeal RGB LED Backlight USB Gaming Keyboard And Mouse Combo,No Brand,945,4.330985915492958,284
347,124790538,"Mini USB Computer Speakers, Small Speakers for Laptop Desktop Netbook & PC",No Brand,540,4.3882352941176475,85
348,126672774,"SSD Powered Office Editing and Gaming Desktop With Intel Core i5 6th Gen Processor, 60Hz 19” LED HD Monitor, 8/16GB DDR4 RAM",No Brand,32109,4.809523809523809,42
349,472665480,Mini Portable Pocket Thermal Printer Wireless Bluetooth Printer,No Brand,1149,4.217391304347826,23
350,150374064,"Dual Band 600Mbps USB Wi-Fi Adapter, 2.4G/5G Wireless Network Card, USB WiFi Dongle for PC, Desktop, Laptop",No Brand,750,4.6,40
351,165492725,"USB TO DC 5V ( 5.5MM*2.5MM)  Module Converter DC Barrel Male Connector Jack Power Cable Plug,USB to DC Cable -1M",No Brand,199,5.0,1
352,131379793,BAJEAL G5 7 Button Wired Gaming Mouse RGB Light,No Brand,520.55,4.651162790697675,43
353,290823437,50 Piece Manga Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.777777777777778,9
354,134349920,Handboss 3-in-1 High-Quality Screen Cleaning Kit for LED/LCD Screens with Non-Scratch Brush & Microfiber Cloth,No Brand,119,4.362068965517241,58
355,105770686,Kids Cut Uv Protected Eye Glass Mobile Gaming Reading Tv Laptop Pc & Driving | Fashion Transparent Eye Glasses For Kids,No Brand,290,4.125,32
356,110481072,High Definition Power Supply Cable Cord For Laptop Charger,No Brand,135,4.413043478260869,46
357,127786968,Grand Theft Auto V (GTA-V) For Pc And Laptop,No Brand,1199,4.631578947368421,57
358,159826817,Professional Rj45 Cable Lan Tester Network Cable Tester Rj45 Rj11 Rj12 Cat5 Utp Lan Cable Tester Networking Tool,No Brand,449,3.8,5
359,487776514,4/8/16/32GB Pendrive USB 2.0,No Brand,449,4.5,22
360,119396817,Mini Hdmi Male To Hdmi Female Adapter Converter,No Brand,177.5,5.0,18
361,130083955,Fashion Leather Bag For School College And Office |Laptop Bag For Official Use,No Brand,1055,4.64,50
362,129149927,"PU Leather Bag for School, College, and Office Use.",No Brand,914,4.747368421052632,95
363,131672599,Smart Multi Purpose Laptop Table with Cup Holder/Bed Table/Children Study Table/Foldable and Portable/Non Slip Legs,No Brand,708,4.530120481927711,83
364,105463320,MILANG K6 Professional Polychromatic RGB Rainbow Backlit Gaming Waterproof Mech Feel Keyboard,No Brand,735,4.2770562770562774,462
365,114350672,Hoco UA36C USB Male to Type-C Female OTG Transparent Adapter,No Brand,322,4.206896551724138,29
366,121162147,Silicone Replacement Strap For Mi Band 5 And Mi Band 6 (Pack of 2),No Brand,198,4.428571428571429,266
367,396871486,MEMO CX07 Magnetic Cooler Fan 15W Instant Heatdissipation Phone Cooler Semiconductor Heatsink Compatible with Mobile and Tab Cooling Fan for Gaming,No Brand,1048,4.333333333333333,33
368,324625552,"5G Wireless WiFi Extender Signal Booster Netboost Pro UltraXtend, Extend",No Brand,2469,5.0,2
369,29990,"Canon PG-47 (Black) Ink Cartridge For Pixma E410, E470, E400 Printers",Canon,1400,4.610738255033557,148
370,129570570,Earldom ET OT71 6 In 1 USB OTG Card Reader,No Brand,1400,4.8,25
371,128839524,RJ45 Pass through Connector for UTP Network Cable Crimping,No Brand,84,4.877551020408164,49
372,481092267,2 In 1 Capacitive Resistive Pen Touch Screen Stylus Pencil For Tablet IPad Cell Phone PC Dual-Purpose Stylus Pen,No Brand,386,2.0,1
373,154249863,Acasis Computer Accessories Gadgets U-S-B4.0 40Gbps Memory expansion aThunderbolt 3 M.2 NVMe SSD Enclosure,,9052,5.0,3
374,129614721,"SALCKO Premium Laptop Bag Water-Resistant With Fur-Lined Interior - Slim Design, Fits All Laptops 13 Inch To 15.6 Inch, BLACK",No Brand,979,4.548672566371682,113
375,420482838,FANTECH (HQ56-BLACK) - TONE II WIRED GAMING HEADSET,Fantech,1115,4.314685314685315,143
376,105274979,Black Square Shaped Plain Mouse Pad,No Brand,90,4.3432098765432094,405
377,120316411,4Gb RAM DDR3 1333MHz Desktop RAM,No Brand,1499,4.418918918918919,74
378,111951808,UPS For Wifi Router 12V- 3 Hrs Backup,No Brand,783,4.2925,400
379,500805460,Shockproof Armor Case For Xiaomi Mi 15T 5G Car Holder Phone Cover for Mi 15T Camera Lens Protection Fundas,No Brand,1044,5.0,2
380,118894138,Fantech HQ53 Lightweight Gaming Headset | Lightweight Design With Red Accent Lighting,Fantech,1859,4.342222222222222,450
381,132060024,Dual Fan Laptop Cooling Pad/Notepad And Laptop Stand | Blue LED Light | 4 Adjustment Levels |,No Brand,1050,4.5,42
382,117652003,For iPhone 17 16 Pro Max 15 14 13 12 11 Xs X 8 7 6 5s 16e Air Mini Clear Phone Cover Mobile Case - Edge Soft Bumper Transparent Anti Shock TPU Mobile Cover Case,No Brand,144,4.55859375,256
383,131396539,Computer Gaming Keyboard and Mouse Combo LED Lights Wired USB Working Keyboard Mouse Set,No Brand,1001,4.639484978540772,233
384,103628133,15.6 inch Laptop Silicone Soft Keyboard Protector Cover,No Brand,119,3.896694214876033,242
385,478817299,Microfiber Dustproof Cleaning Cloth Notebook Keyboard Cover Laptop Screen Cleaner Kit for MacBook Pro 13/15/16 Inch,No Brand,464,4.75,4
386,459111382,"Genuine USB C Hub (8 in 1 Multifunction Adapter for MacBook & Windows) / USB Docking Station / 4K HDMI, HDTV, SD/TF card, RJ45, USB C",No Brand,969,4.625,16
387,150072027,"HDMI TO RCA 1080p HDMI TO AV 3RCA CVBS COMPOSITE VIDEO AUDIO CONVERTOR ADPAPTER  SUPPORTS PAL/NTSC FOR PC,LAPTOP,XBOX,HDTV,DVD UP SCALER 1080P",No Brand,799,4.578947368421052,19
388,130076455,UGREEN DVI male to HDMI female adapter cable,UGREEN,805,5.0,3
389,127843741,Educational Laptop For Kids Abc And 123 Learning,No Brand,382,4.097087378640777,103
390,105536000,"Spincart Super Screen Cleaning Kit For LED, LCD Screens",No Brand,245,4.2682926829268295,82
391,387877819,50 Piece Stranger Things Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.833333333333333,6
392,111246238,Heat Shrink Tube 3Mm 1 Meter,No Brand,30,4.5,16
393,127456205,"Vicky Paper Trimmer Paper Cutter, Photo Cropper, Portable Small-Scale A5 Manual Cutter, Household Invoice Label Paper Cutter",,698,4.333333333333333,12
394,185466395,Wireless WiFi Repeater 300Mbps Wireless Router,No Brand,944,4.5,14
395,119922507,HDMI Switch 3 in 1 Out,No Brand,700,4.1063829787234045,47
396,129869371,USB Rechargeable Portable Mini fan,No Brand,180,4.358974358974359,78
397,145308326,15inch Universal Clear Silicone Keyboard Protector Cover for Laptop - Durable & Easy to Apply,No Brand,43,4.238095238095238,63
398,363232909,American Garden Apple Cider Vinegar 473 ml  5% Acidity  ACV  Product of USA,American Garden,257,4.673913043478261,45
399,128221159,Blue Ray Cut & Changeable Glass Using Mobile TV And Laptop Black Metal Frame Glass For Men,No Brand,640,4.3059701492537314,134
400,100256187,Razer Goliathus Mouse Pad Speed ​​Mouse Pad PC Computer Desktop Mouse Mat Pad,No Brand,140,4.608695652173913,115
401,162097862,KODAK SSD X150 POWER MEMORY X150 SERIES,No Brand,2150,5.0,9
402,127756294,"Genuine USB C Hub (8 in 1 Multifunction Adapter for MacBook & Windows) / USB Docking Station / 4K HDMI, HDTV, SD/TF card, RJ45, USB C",No Brand,933,4.615384615384615,91
403,129615691,"SALCKO Premium Laptop Bag Water-Resistant With Fur-Lined Interior - Slim Design, Fits All Laptops 13 Inch To 15.6 Inch",No Brand,979,4.521739130434782,92
404,173595534,Hitech 22 Inch Full HD IPS Panel Borderless Monitor,No Brand,8990,4.815789473684211,38
405,108527986,TP-Link Archer T2U Plus USB Wifi Adapter | AC600Mbps,TP Link,3185,4.53125,32
406,131297090,"Zifriend T62 (63 Keys) Mechanical Keyboard, RGB Backlit, Hot-swappable, White & Grey Beige",No Brand,2449,4.72,100
407,104794331,Eagle Outdoor Waterproof CAT6 Ethernet Cable 30M With RJ45,Eagle,1450,4.862068965517241,29
408,131727193,DP To HDMI Cable NEXGEN Premium Wire 1.8 Meter Black DP On Laptop Or Desktop And HDMI On Monitor Or Projector,No Brand,890,4.785714285714286,14
409,110188333,USB Sound Adapter 7.1 USB Sound Card Virtual 3D External USB Microphone USB Audio 3.5mm Jack For Laptop PC Earphone Notebook D1P3,No Brand,249,4.5675675675675675,37
410,144096347,"Belkin 4-Socket Surge Protector Universal Socket with 5Ft (1.5-Meter) Heavy Duty Cable Overload Protection, Extension Cord Comes with 5 Years Manufacturer Warranty",No Brand,2999,5.0,0
411,100232232,AC/DC Power Adapter | 5V 1A | 100-240v | 5.5 x 2.5mm,No Brand,250,5.0,3
412,119605189,"Stickers Pack for Bike, Car, Laptop, Cycle, Helmet, Cpu, Freeze water proof 42 pcs - Decorative Stickers |",No Brand,320,4.184210526315789,38
413,147062459,DDR3 8GB Laptop RAM 1600MHz,No Brand,2500,4.709677419354839,31
414,185342637,CPU FAN BLACK FRAME,No Brand,299,4.8,5
415,123775319,5m Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables,No Brand,150,4.421052631578948,57
416,131789495,Macbook Transparent Full Hard Case  For M1 13.3' Air (2020),No Brand,1694.8,4.666666666666667,9
417,106438804,Gas Spring Single Arm Desk Monitor Stand With Vesa Mount For 17 To 27 Inch Screen,No Brand,4899,4.675,40
418,127850377,"2.5"" Hard Disk Case SATA USB 3.0 HDD External Hard Drive Enclosure - Aluminium Alloy",No Brand,495,4.364197530864198,162
419,105422021,Bluetooth USB Aux Stereo Music Audio Receiver + 3.5 Mm Cable,No Brand,176,4.384615384615385,26
420,113770185,"Canon PG-47 (Black) and CL-57 (Colour) Ink Cartridge Combo For Pixma E410, E470, E460, E400 Printers",Canon,3750,4.6,55
421,104972982,TP Link Tl-WN722N Wireless Dongle Version 2,No Brand,1349,4.869565217391305,23
422,134209572,Hoco UA28 Mini Portable USB Bluetooth Adapter for Desktop and Laptop,No Brand,645,4.555555555555555,36
423,128183575,Kitchen Storage Cord Wrapper Cable Cord Wire Organizer Smart Wrap for Charging Data Cable Protector Winder,No Brand,49,3.25,4
424,128030207,Artsy Home 25/50 Pcs Black and White Vintage Retro Waterproof Stickers,,171,4.732558139534884,86
425,105953228,Mheecha Boulder Sack Black/Ice Grey for Men and Women ( Unisex ) Backpack with Laptop Compartment | Fashion Unisex Backpack,,2750,4.743489583333333,768
426,128304710,Usb 2.0 Wireless 802.11N 150 Mbps Nano Wifi Network Adapter Dongle Receiver Network Lan Card Transmitter With Cd Drivers,No Brand,259,4.461538461538462,39
427,120617640,Artsy Home 25/50/100 Pcs One Piece Anime Stickers for Laptops and Skateboards Cellphone Guitar,,185.26,4.479768786127168,173
428,128183682,PU Leather Bag For School College And Office |Laptop Bag For Official Use,No Brand,1042,4.676113360323886,247
429,146249369,Portable Folding Laptop Table With iPad Stand - Versatile Study Table For Bed & Office,No Brand,799,4.114285714285714,35
430,111718,Desktop Power Cable (1.5M),No Brand,82,4.1098901098901095,91
431,180974308,100 Piece Cartoon Cute Funny Ins Cat Mobile Phone Waterproof Stickers Suitcase Laptop Guitar DIY Stickers,No Brand,195,5.0,1
432,129007741,Laptop Keyboard Cover - Key Protection From Dust and Water Silicone Keyboard Protector,No Brand,79,3.75,8
433,108368773,Screen Cleaner (Super Cleaning Suit),No Brand,165,4.491803278688525,121
434,134983967,Cute Mini Fan  Korean Design Mini Portable Fan with Lithium Rechargeable Battery | 3 Speed Mode | USB fan | USB Rechargeable,No Brand,280,5.0,2
435,132035824,4-Port USB 3.0 Data Hub Adapter Portable USB 3.0 Hub Extension Cable Splitter 4 Ports,No Brand,395,4.457831325301205,83
436,388888505,50 Piece Cristiano Ronaldo Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.666666666666667,3
437,124715494,Artsy Home 25/50 Pcs Vintage Retro Style Stickers for Laptops Scrapbook Cellphone Guitar,,172,4.5519480519480515,154
438,129276593,"Canon Compatible Refill Ink Full Set ( BK, C, M, Y) For PIXMA G-series Inkjet Printer, 135 ml Black Ink & 70ML Color",No Brand,799,4.6,55
439,121667439,Artsy Home 25/50/100/150 Pcs Football Star Lionel Messi Stickers for Laptops Cellphone Guitar,,172,4.700854700854701,117
440,492409871,AX900 WiFi USB Adapter WiFi6 Bluetooth 5.4 Dual Band 2.4G+5.8Ghz 4 Antenna Dongle USB Wireless Card Receiver for PC/Laptop,No Brand,1678,5.0,1
441,161890627,"14 Inch Laptop Bag Sleeve Case Cover With Handle Water-Resistant  with Fur-Lined Interior - Unisex, Slim Design",No Brand,1105,3.875,16
442,129576295,"Fashion Sport Retro Travel,School,College Backpack With Laptop Compartment |Unisex Bag For Office And",No Brand,1086,4.52,25
443,158486088,Sunnysee  T61 61% Hot Swappable Wired Mechanical Keyboard 63 Keys RGB Backlit Blue Switch Gaming Keyboard Anti-Ghosting,No Brand,2690,4.818181818181818,11
444,118920702,Gigaware Xunfox K80 Mechanical Keyboard Gaming Keyboard RGB LED Light,No Brand,2228,4.508928571428571,112
445,124431794,Strap for Mi Band 7 - Replacement Wrist Strap Bracelet,No Brand,184,4.0,2
446,100982225,Travel Office Room Outdoor Hand Mini Fan  Household–Green,No Brand,297,4.206896551724138,58
447,499795471,"32 Colors 3D Pen Filament 1.75mm PLA, Each Color 10Feet(3m), Total 320 Feet (96m) 3D Pen Filament Refills, Random Color",No Brand,933,4.5,2
448,127883300,Jeep Buluo Business Handbags Briefcase File Bag Shoulder Bag Office Bag For Men,No Brand,2950,4.625,8
449,129118349,Artsy Home Tech Enthusiast Sticker Pack 25/50pcs - Colorful Computer Coding & Programming Decals for Mac,,154.54,4.610526315789474,95
450,115652647,USB 3.0 To SSD/HDD Cable A to Micro B SuperSpeed Cable For External Hard Drives,No Brand,350,5.0,1
451,503182605,Soft Silicone Protective Case Cover with 3D Design Compatible with Apple AirPods Pro Shockproof Case Cover 3D Design (Earbuds Is Not Included) (Chibi Naruto),No Brand,273,,0
452,112081252,30m Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables,No Brand,474,5.0,0
453,129361730,FANTECH VIGIL MP256 Gaming Mouse Pad Anti-slip Base 250 x 210 x 2mm Mousepad,Fantech,231,4.742857142857143,140
454,171556725,"BOMGE Bluetooth 5.0 Adapter 3.5mm Jack Aux Dongle, 2-in-1 Wireless Transmitter/Receiver for TV Audio, Projector, PC, Headphone, Car",BOMGE,446.89,5.0,3
455,272453242,50 Piece  One Piece Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,1
456,290507624,5G/4G LTE WiFi Router Data Box WIFI Wireless Router / Card Box,No Brand,3482,3.875,8
457,125704375,RJ45 CAT 5 CAT 6 LAN Network Ethernet Female to 2 x Female Plug Connector,No Brand,87,4.3076923076923075,13
